name,price,description,imageUrl,category
Grey Tapered Jeans 334,2391,Comfortable tapered jeans in grey color.,/assets/jean4.jpg,Jeans
Blue Regular Fit Jeans 335,1451,Comfortable regular fit jeans in blue color.,/assets/jean5.jpg,Jeans
Blue Regular Fit Jeans 336,951,Comfortable regular fit jeans in blue color.,/assets/jean6.jpg,Jeans
Blue Tapered Jeans 337,1059,Comfortable tapered jeans in blue color.,/assets/jean7.jpg,Jeans
Blue Tapered Jeans 338,1779,Comfortable tapered jeans in blue color.,/assets/jean8.jpg,Jeans
Light Blue Tapered Jeans 339,1755,Comfortable tapered jeans in light blue color.,/assets/jean9.jpg,Jeans
Dark Blue Regular Fit Jeans 340,2095,Comfortable regular fit jeans in dark blue color.,/assets/jean10.jpg,Jeans
Blue Slim Fit Jeans 341,1431,Comfortable slim fit jeans in blue color.,/assets/jean11.jpg,Jeans
Indigo Regular Fit Jeans 342,1260,Comfortable regular fit jeans in indigo color.,/assets/jean12.jpg,Jeans
Black Tapered Jeans 343,2329,Comfortable tapered jeans in black color.,/assets/jean13.jpg,Jeans
Black Regular Fit Jeans 344,1871,Comfortable regular fit jeans in black color.,/assets/jean14.jpg,Jeans
Grey Tapered Jeans 345,2216,Comfortable tapered jeans in grey color.,/assets/jean15.jpg,Jeans
Grey Slim Fit Jeans 346,1175,Comfortable slim fit jeans in grey color.,/assets/jean16.jpg,Jeans
Dark Blue Skinny Jeans 347,2412,Comfortable skinny jeans in dark blue color.,/assets/jean17.jpg,Jeans
Black Slim Fit Jeans 348,2419,Comfortable slim fit jeans in black color.,/assets/jean18.jpg,Jeans
Indigo Slim Fit Jeans 349,1115,Comfortable slim fit jeans in indigo color.,/assets/jean19.jpg,Jeans
Grey Straight Fit Jeans 350,945,Comfortable straight fit jeans in grey color.,/assets/jean20.jpg,Jeans
Blue Straight Fit Jeans 351,1252,Comfortable straight fit jeans in blue color.,/assets/jean21.jpg,Jeans
Dark Blue Slim Fit Jeans 352,2050,Comfortable slim fit jeans in dark blue color.,/assets/jean22.jpg,Jeans
Dark Blue Skinny Jeans 353,1737,Comfortable skinny jeans in dark blue color.,/assets/jean23.jpg,Jeans
Black Relaxed Jeans 354,853,Comfortable relaxed jeans in black color.,/assets/jean24.jpg,Jeans
Grey Skinny Jeans 355,2421,Comfortable skinny jeans in grey color.,/assets/jean25.jpg,Jeans
Indigo Skinny Jeans 356,982,Comfortable skinny jeans in indigo color.,/assets/jean26.jpg,Jeans
Blue Skinny Jeans 357,1474,Comfortable skinny jeans in blue color.,/assets/jean27.jpg,Jeans
Black Straight Fit Jeans 358,1873,Comfortable straight fit jeans in black color.,/assets/jean28.jpg,Jeans
Black Regular Fit Jeans 359,1895,Comfortable regular fit jeans in black color.,/assets/jean29.jpg,Jeans
Dark Blue Skinny Jeans 360,1396,Comfortable skinny jeans in dark blue color.,/assets/jean30.jpg,Jeans
Light Blue Tapered Jeans 361,1725,Comfortable tapered jeans in light blue color.,/assets/jean31.jpg,Jeans
Dark Blue Relaxed Jeans 362,1235,Comfortable relaxed jeans in dark blue color.,/assets/jean32.jpg,Jeans
Grey Skinny Jeans 363,1401,Comfortable skinny jeans in grey color.,/assets/jean33.jpg,Jeans
Light Blue Skinny Jeans 364,1198,Comfortable skinny jeans in light blue color.,/assets/jean34.jpg,Jeans
Black Tapered Jeans 365,1715,Comfortable tapered jeans in black color.,/assets/jean35.jpg,Jeans
Blue Straight Fit Jeans 366,2231,Comfortable straight fit jeans in blue color.,/assets/jean36.jpg,Jeans
Dark Blue Straight Fit Jeans 367,2082,Comfortable straight fit jeans in dark blue color.,/assets/jean37.jpg,Jeans
Blue Straight Fit Jeans 368,819,Comfortable straight fit jeans in blue color.,/assets/jean38.jpg,Jeans
Grey Relaxed Jeans 369,1871,Comfortable relaxed jeans in grey color.,/assets/jean39.jpg,Jeans
Indigo Skinny Jeans 370,1811,Comfortable skinny jeans in indigo color.,/assets/jean1.jpg,Jeans
Dark Blue Tapered Jeans 371,1988,Comfortable tapered jeans in dark blue color.,/assets/jean40.jpg,Jeans
Pink Straight Fit Jeans 372,1293,Comfortable straight fit jeans in pink color.,/assets/jean41.jpg,Jeans
Pink Tapered Jeans 373,1923,Comfortable tapered jeans in pink color.,/assets/jean42.jpg,Jeans
Pink Tapered Jeans 374,1722,Comfortable tapered jeans in pink color.,/assets/jean43.jpg,Jeans
Pink Regular Fit Jeans 375,828,Comfortable regular fit jeans in pink color.,/assets/jean44.jpg,Jeans
Pink Skinny Jeans 376,2224,Comfortable skinny jeans in  pink color.,/assets/jean45.jpg,Jeans
Indigo Slim Fit Jeans 377,1021,Comfortable slim fit jeans in indigo color.,/assets/jean46.jpg,Jeans
Yellow Tapered Jeans 378,1848,Comfortable tapered jeans in yellow color.,/assets/jean47.jpg,Jeans
Orange Skinny Jeans 379,1715,Comfortable skinny jeans in orange color.,/assets/jean48.jpg,Jeans
Yellow Regular Fit Jeans 380,1395,Comfortable regular fit jeans in yellow color.,/assets/jean49.jpg,Jeans
Yellow Skinny Jeans 381,2018,Comfortable skinny jeans in yellow color.,/assets/jean50.jpg,Jeans
Pink Regular Fit Jeans 382,926,Comfortable regular fit jeans in pink color.,/assets/jean51.jpg,Jeans
Yellow Relaxed Jeans 383,1233,Comfortable relaxed jeans in yellow color.,/assets/jean52.jpg,Jeans
Dark Purple Regular Fit Jeans 384,1337,Comfortable regular fit jeans in dark purple color.,/assets/jean53.jpg,Jeans
Light Purple Tapered Jeans 385,1165,Comfortable tapered jeans in light purple color.,/assets/jean54.jpg,Jeans
Purple Regular Fit Jeans 386,1620,Comfortable regular fit jeans in purple color.,/assets/jean55.jpg,Jeans
Purple Tapered Jeans 387,1774,Comfortable tapered jeans in purple color.,/assets/jean56.jpg,Jeans
Purple Slim Fit Jeans 388,2241,Comfortable slim fit jeans in purple color.,/assets/jean57.jpg,Jeans
Purple Tapered Jeans 389,2095,Comfortable tapered jeans in purple color.,/assets/jean58.jpg,Jeans
Purple Skinny Jeans 390,2290,Comfortable skinny jeans in purple color.,/assets/jean59.jpg,Jeans
Dark Purple Regular Fit Jeans 391,1638,Comfortable regular fit jeans in dark purple color.,/assets/jean60.jpg,Jeans
Green relaxed Jeans 392,1840,Comfortable relaxed jeans in dark green color.,/assets/jean61.jpg,Jeans
Light Green Regular Fit Jeans 393,1547,Comfortable regular fit jeans in light green color.,/assets/jean62.jpg,Jeans
GreenTapered Jeans 394,1000,Comfortable tapered jeans in green color.,/assets/jean63.jpg,Jeans
Dark Green Relaxed Jeans 395,2315,Comfortable relaxed jeans in dark green color.,/assets/jean64.jpg,Jeans
Green Skinny Jeans 396,1245,Comfortable skinny jeans in green color.,/assets/jean65.jpg,Jeans
Indigo Tapered Jeans 397,2385,Comfortable tapered jeans in indigo color.,/assets/jean1.jpg,Jeans
Black Relaxed Jeans 398,1335,Comfortable relaxed jeans in black color.,/assets/jean2.jpg,Jeans
Light Blue Tapered Jeans 399,1699,Comfortable tapered jeans in light blue color.,/assets/jean3.jpg,Jeans
Blue Slim Fit Jeans 400,1005,Comfortable slim fit jeans in blue color.,/assets/jean4.jpg,Jeans
Dark Blue Straight Fit Jeans 401,832,Comfortable straight fit jeans in dark blue color.,/assets/jean5.jpg,Jeans
Blue Relaxed Jeans 402,2319,Comfortable relaxed jeans in blue color.,/assets/jean6.jpg,Jeans
Light Blue Slim Fit Jeans 403,1576,Comfortable slim fit jeans in light blue color.,/assets/jean7.jpg,Jeans
Black Straight Fit Jeans 404,1630,Comfortable straight fit jeans in black color.,/assets/jean8.jpg,Jeans
Dark Blue Slim Fit Jeans 405,1355,Comfortable slim fit jeans in dark blue color.,/assets/jean9.jpg,Jeans
Black Slim Fit Jeans 406,940,Comfortable slim fit jeans in black color.,/assets/jean10.jpg,Jeans
Grey Straight Fit Jeans 407,1696,Comfortable straight fit jeans in grey color.,/assets/jean11.jpg,Jeans
Blue Skinny Jeans 408,1375,Comfortable skinny jeans in blue color.,/assets/jean12.jpg,Jeans
Black Regular Fit Jeans 409,1479,Comfortable regular fit jeans in black color.,/assets/jean13.jpg,Jeans
Blue Straight Fit Jeans 410,1321,Comfortable straight fit jeans in blue color.,/assets/jean14.jpg,Jeans
Black Regular Fit Jeans 411,1999,Comfortable regular fit jeans in black color.,/assets/jean15.jpg,Jeans
Grey Relaxed Jeans 412,1599,Comfortable relaxed jeans in grey color.,/assets/jean16.jpg,Jeans
Black Relaxed Jeans 413,1676,Comfortable relaxed jeans in black color.,/assets/jean17.jpg,Jeans
Grey Relaxed Jeans 414,1631,Comfortable relaxed jeans in grey color.,/assets/jean18.jpg,Jeans
Grey Skinny Jeans 415,1661,Comfortable skinny jeans in grey color.,/assets/jean19.jpg,Jeans
Dark Blue Slim Fit Jeans 416,1857,Comfortable slim fit jeans in dark blue color.,/assets/jean20.jpg,Jeans
Blue Skinny Jeans 417,1966,Comfortable skinny jeans in blue color.,/assets/jean21.jpg,Jeans
Dark Blue Straight Fit Jeans 418,1036,Comfortable straight fit jeans in dark blue color.,/assets/jean22.jpg,Jeans
Blue Tapered Jeans 419,1882,Comfortable tapered jeans in blue color.,/assets/jean23.jpg,Jeans
Blue Slim Fit Jeans 420,2247,Comfortable slim fit jeans in blue color.,/assets/jean24.jpg,Jeans
Dark Blue Slim Fit Jeans 421,1511,Comfortable slim fit jeans in dark blue color.,/assets/jean25.jpg,Jeans
Black Skinny Jeans 422,891,Comfortable skinny jeans in black color.,/assets/jean26.jpg,Jeans
Light Blue Relaxed Jeans 423,2403,Comfortable relaxed jeans in light blue color.,/assets/jean27.jpg,Jeans
Blue Regular Fit Jeans 424,1932,Comfortable regular fit jeans in blue color.,/assets/jean28.jpg,Jeans
Blue Tapered Jeans 425,1755,Comfortable tapered jeans in blue color.,/assets/jean29.jpg,Jeans
Blue Straight Fit Jeans 426,1266,Comfortable straight fit jeans in blue color.,/assets/jean30.jpg,Jeans
Indigo Slim Fit Jeans 427,1546,Comfortable slim fit jeans in indigo color.,/assets/jean31.jpg,Jeans
Light Blue Straight Fit Jeans 428,2128,Comfortable straight fit jeans in light blue color.,/assets/jean32.jpg,Jeans
Dark Blue Tapered Jeans 429,1447,Comfortable tapered jeans in dark blue color.,/assets/jean33.jpg,Jeans
Indigo Slim Fit Jeans 430,2484,Comfortable slim fit jeans in indigo color.,/assets/jean34.jpg,Jeans
Blue Slim Fit Jeans 431,801,Comfortable slim fit jeans in blue color.,/assets/jean35.jpg,Jeans
Indigo Straight Fit Jeans 432,1437,Comfortable straight fit jeans in indigo color.,/assets/jean36.jpg,Jeans
Light Blue Regular Fit Jeans 433,1002,Comfortable regular fit jeans in light blue color.,/assets/jean37.jpg,Jeans
Grey Tapered Jeans 434,871,Comfortable tapered jeans in grey color.,/assets/jean38.jpg,Jeans
Indigo Regular Fit Jeans 435,1733,Comfortable regular fit jeans in indigo color.,/assets/jean39.jpg,Jeans
Light Blue Relaxed Jeans 436,983,Comfortable relaxed jeans in light blue color.,/assets/jean1.jpg,Jeans
Black Straight Fit Jeans 437,962,Comfortable straight fit jeans in black color.,/assets/jean40.jpg,Jeans
Pink Tapered Jeans 438,1738,Comfortable tapered jeans in pink color.,/assets/jean41.jpg,Jeans
Pink Regular Fit Jeans 439,1843,Comfortable regular fit jeans in pink color.,/assets/jean42.jpg,Jeans
Pink Skinny Jeans 440,811,Comfortable skinny jeans in pink color.,/assets/jean43.jpg,Jeans
Pink Skinny Jeans 441,1958,Comfortable skinny jeans in pink color.,/assets/jean44.jpg,Jeans
Pink Regular Fit Jeans 442,1669,Comfortable regular fit jeans in pink color.,/assets/jean45.jpg,Jeans
Indigo Regular Fit Jeans 443,1698,Comfortable regular fit jeans in indigo color.,/assets/jean46.jpg,Jeans
Light Yellow Slim Fit Jeans 444,2291,Comfortable slim fit jeans in light yellow color.,/assets/jean47.jpg,Jeans
Orange Straight Fit Jeans 445,1863,Comfortable straight fit jeans in orange color.,/assets/jean48.jpg,Jeans
Yellow Relaxed Jeans 446,1499,Comfortable relaxed jeans in yellow color.,/assets/jean49.jpg,Jeans
Yellow Slim Fit Jeans 447,1482,Comfortable slim fit jeans in yellow color.,/assets/jean50.jpg,Jeans
Pink  Straight Fit Jeans 448,2069,Comfortable straight fit jeans in pink color.,/assets/jean51.jpg,Jeans
Yellow Regular Fit Jeans 449,2313,Comfortable regular fit jeans in yellow color.,/assets/jean52.jpg,Jeans
Light Purple Skinny Jeans 450,981,Comfortable skinny jeans in light purple color.,/assets/jean53.jpg,Jeans
Purple Tapered Jeans 451,2213,Comfortable tapered jeans in purple color.,/assets/jean54.jpg,Jeans
Dark Purple Tapered Jeans 452,2278,Comfortable tapered jeans in dark purple color.,/assets/jean55.jpg,Jeans
Purple Relaxed Jeans 453,838,Comfortable relaxed jeans in purple color.,/assets/jean56.jpg,Jeans
Purple Regular Fit Jeans 454,1385,Comfortable regular fit jeans in purple color.,/assets/jean57.jpg,Jeans
Purple Straight Fit Jeans 455,1093,Comfortable straight fit jeans in purple color.,/assets/jean58.jpg,Jeans
Purple Skinny Jeans 456,1589,Comfortable skinny jeans in purple color.,/assets/jean59.jpg,Jeans
Dark Purple Skinny Jeans 457,2247,Comfortable skinny jeans in dark purple color.,/assets/jean60.jpg,Jeans
Green Regular Fit Jeans 458,2487,Comfortable regular fit jeans in green color.,/assets/jean61.jpg,Jeans
Light green Straight Fit Jeans 459,2379,Comfortable straight fit jeans in light green color.,/assets/jean62.jpg,Jeans
Green Relaxed Jeans 460,1752,Comfortable relaxed jeans in green color.,/assets/jean63.jpg,Jeans
Green Relaxed Jeans 461,2127,Comfortable relaxed jeans in green color.,/assets/jean64.jpg,Jeans
Green Skinny Jeans 462,1215,Comfortable skinny jeans in light green color.,/assets/jean65.jpg,Jeans
Indigo Skinny Jeans 463,2447,Comfortable skinny jeans in indigo color.,/assets/jean1.jpg,Jeans
Blue Slim Fit Jeans 464,1582,Comfortable slim fit jeans in blue color.,/assets/jean2.jpg,Jeans
Light Blue Skinny Jeans 465,2355,Comfortable skinny jeans in light blue color.,/assets/jean3.jpg,Jeans
Blue Slim Fit Jeans 466,1931,Comfortable slim fit jeans in blue color.,/assets/jean4.jpg,Jeans
Grey Tapered Jeans 467,977,Comfortable tapered jeans in grey color.,/assets/jean5.jpg,Jeans
Indigo Tapered Jeans 468,1740,Comfortable tapered jeans in indigo color.,/assets/jean6.jpg,Jeans
Dark Blue Slim Fit Jeans 469,2193,Comfortable slim fit jeans in dark blue color.,/assets/jean7.jpg,Jeans
Dark Blue Straight Fit Jeans 470,2298,Comfortable straight fit jeans in dark blue color.,/assets/jean8.jpg,Jeans
Blue Relaxed Jeans 471,2277,Comfortable relaxed jeans in blue color.,/assets/jean9.jpg,Jeans
Grey Relaxed Jeans 472,1394,Comfortable relaxed jeans in grey color.,/assets/jean10.jpg,Jeans
Black Relaxed Jeans 473,1345,Comfortable relaxed jeans in black color.,/assets/jean11.jpg,Jeans
Grey Tapered Jeans 474,2040,Comfortable tapered jeans in grey color.,/assets/jean12.jpg,Jeans
Black Relaxed Jeans 475,1840,Comfortable relaxed jeans in black color.,/assets/jean13.jpg,Jeans
Light Blue Straight Fit Jeans 476,1127,Comfortable straight fit jeans in light blue color.,/assets/jean14.jpg,Jeans
Blue Tapered Jeans 477,1305,Comfortable tapered jeans in blue color.,/assets/jean15.jpg,Jeans
Black Tapered Jeans 478,929,Comfortable tapered jeans in black color.,/assets/jean16.jpg,Jeans
Grey Tapered Jeans 479,2315,Comfortable tapered jeans in grey color.,/assets/jean17.jpg,Jeans
Blue Straight Fit Jeans 480,906,Comfortable straight fit jeans in blue color.,/assets/jean18.jpg,Jeans
Indigo Regular Fit Jeans 481,1846,Comfortable regular fit jeans in indigo color.,/assets/jean19.jpg,Jeans
Black Tapered Jeans 482,1732,Comfortable tapered jeans in black color.,/assets/jean20.jpg,Jeans
Grey Slim Fit Jeans 483,2472,Comfortable slim fit jeans in grey color.,/assets/jean21.jpg,Jeans
Indigo Slim Fit Jeans 484,827,Comfortable slim fit jeans in indigo color.,/assets/jean22.jpg,Jeans
Light Blue Skinny Jeans 485,1173,Comfortable skinny jeans in light blue color.,/assets/jean23.jpg,Jeans
Indigo Regular Fit Jeans 486,1626,Comfortable regular fit jeans in indigo color.,/assets/jean24.jpg,Jeans
Indigo Skinny Jeans 487,1273,Comfortable skinny jeans in indigo color.,/assets/jean25.jpg,Jeans
Blue Tapered Jeans 488,2262,Comfortable tapered jeans in blue color.,/assets/jean26.jpg,Jeans
Grey Regular Fit Jeans 489,1212,Comfortable regular fit jeans in grey color.,/assets/jean27.jpg,Jeans
Dark Blue Skinny Jeans 490,1317,Comfortable skinny jeans in dark blue color.,/assets/jean28.jpg,Jeans
Grey Regular Fit Jeans 491,1051,Comfortable regular fit jeans in grey color.,/assets/jean29.jpg,Jeans
Dark Blue Relaxed Jeans 492,1562,Comfortable relaxed jeans in dark blue color.,/assets/jean30.jpg,Jeans
Grey Tapered Jeans 493,1444,Comfortable tapered jeans in grey color.,/assets/jean31.jpg,Jeans
Indigo Regular Fit Jeans 494,1308,Comfortable regular fit jeans in indigo color.,/assets/jean32.jpg,Jeans
Light Blue Straight Fit Jeans 495,998,Comfortable straight fit jeans in light blue color.,/assets/jean33.jpg,Jeans
Indigo Relaxed Jeans 496,2322,Comfortable relaxed jeans in indigo color.,/assets/jean34.jpg,Jeans
Blue Tapered Jeans 497,1081,Comfortable tapered jeans in blue color.,/assets/jean35.jpg,Jeans
Blue Regular Fit Jeans 498,2401,Comfortable regular fit jeans in blue color.,/assets/jean36.jpg,Jeans
Blue Regular Fit Jeans 499,1461,Comfortable regular fit jeans in blue color.,/assets/jean37.jpg,Jeans
Light Blue Regular Fit Jeans 500,1496,Comfortable regular fit jeans in light blue color.,/assets/jean38.jpg,Jeans
